Country Name,Year,Government expenditure,Government expenditure per primary student (%),Continent
Thailand,2011,32.44923,3244.923,Southeast Asia
Thailand,2012,27.53315,2753.315,Southeast Asia
Thailand,2013,23.31561,2331.561,Southeast Asia
Timor-Leste,2011,6.27376,627.376,Southeast Asia
Timor-Leste,2012,3.78204,378.204,Southeast Asia
Timor-Leste,2013,4.24855,424.855,Southeast Asia
Timor-Leste,2014,8.34206,834.206,Southeast Asia
Timor-Leste,2011,6.27376,627.376,Southeast Asia
Timor-Leste,2012,3.78204,378.204,Southeast Asia
Timor-Leste,2013,4.24855,424.855,Southeast Asia
Timor-Leste,2014,8.34206,834.206,Southeast Asia
Togo,1998,9.27981,927.981,Africa
Togo,1999,7.95161,795.161,Africa
Togo,2000,10.25412,1025.412,Africa
Togo,2001,9.96597,996.597,Africa
Togo,2002,9.32211,932.211,Africa
Togo,2003,8.92471,892.471,Africa
Togo,2004,7.38837,738.837,Africa
Togo,2005,7.43245,743.245,Africa
Togo,2006,6.32811,632.811,Africa
Togo,2007,8.28509,828.509,Africa
Togo,2008,8.33318,833.318,Africa
Togo,2009,9.90917,990.917,Africa
Togo,2010,10.56538,1056.538,Africa
Togo,2011,10.67254,1067.254,Africa
Togo,2012,14.86801,1486.801,Africa
Togo,2013,12.76128,1276.128,Africa
Togo,2014,14.24541,1424.541,Africa
Togo,2015,16.09805,1609.805,Africa
Togo,2016,16.16121,1616.121,Africa
Tonga,1998,9.23848,923.848,Oceania
Tonga,2002,10.78056,1078.056,Oceania
Tonga,2003,9.09437,909.437,Oceania
Tonga,2004,9.667,966.7,Oceania
Turks and Caicos Islands,2000,16.1969,1619.69,North America
Turks and Caicos Islands,2001,16.51217,1651.217,North America
Turks and Caicos Islands,2002,11.63794,1163.794,North America
Turks and Caicos Islands,2003,14.12687,1412.687,North America
Turks and Caicos Islands,2005,9.67709,967.709,North America
Turks and Caicos Islands,2015,15.64521,1564.521,North America
Turks and Caicos Islands,2018,5.7043,570.43,North America
Ukraine,1997,65.10102,6510.102,EU_no
Ukraine,2011,28.1313,2813.13,EU_no
Ukraine,2012,32.38915,3238.915,EU_no
Ukraine,2013,32.34896,3234.896,EU_no
Ukraine,2014,27.03674,2703.674,EU_no
Ukraine,2016,26.25312,2625.312,EU_no
Ukraine,2017,30.31566,3031.566,EU_no
United Kingdom,1998,12.48974,1248.974,EU_no
United Kingdom,1999,12.32138,1232.138,EU_no
United Kingdom,2000,12.72822,1272.822,EU_no
United Kingdom,2001,13.26629,1326.629,EU_no
United Kingdom,2002,14.41264,1441.264,EU_no
United Kingdom,2003,16.29736,1629.736,EU_no
United Kingdom,2004,15.87519,1587.519,EU_no
United Kingdom,2005,17.01127,1701.127,EU_no
United Kingdom,2006,19.733,1973.3,EU_no
United Kingdom,2007,20.91308,2091.308,EU_no
United Kingdom,2008,21.33528,2133.528,EU_no
United Kingdom,2009,22.24086,2224.086,EU_no
United Kingdom,2010,24.33356,2433.356,EU_no
United Kingdom,2011,24.67365,2467.365,EU_no
United Kingdom,2013,23.14708,2314.708,EU_no
United Kingdom,2014,23.5778,2357.78,EU_no
United Kingdom,2015,24.97949,2497.949,EU_no
United Kingdom,2016,24.17334,2417.334,EU_no
United States,2010,22.05341,2205.341,North America
United States,2011,20.85277,2085.277,North America
United States,2012,20.5226,2052.26,North America
United States,2013,19.71867,1971.867,North America
Uruguay,1999,7.14943,714.943,South America
Uruguay,2000,7.25549,725.549,South America
Uruguay,2001,9.62552,962.552,South America
Uruguay,2002,6.97918,697.918,South America
Uruguay,2003,5.84956,584.956,South America
Uruguay,2004,7.3601,736.01,South America
Uruguay,2005,8.33481,833.481,South America
Uruguay,2006,8.7376,873.76,South America
Uruguay,2011,12.03765,1203.765,South America
Uruguay,2016,12.39083,1239.083,South America
Uruguay,2017,12.64033,1264.033,South America
Vanuatu,1998,11.7337,1173.37,Oceania
Vanuatu,1999,11.26058,1126.058,Oceania
Vanuatu,2000,13.2647,1326.47,Oceania
Vanuatu,2001,12.93053,1293.053,Oceania
Vanuatu,2008,16.71592,1671.592,Oceania
Vanuatu,2009,16.15883,1615.883,Oceania
Vanuatu,2015,13.5286,1352.86,Oceania
Vietnam,2008,18.02041,1802.041,Southeast Asia
Vietnam,2009,19.2398,1923.98,Southeast Asia
Vietnam,2010,19.59413,1959.413,Southeast Asia
Vietnam,2011,17.58757,1758.757,Southeast Asia
Vietnam,2012,20.85711,2085.711,Southeast Asia
Vietnam,2013,21.14295,2114.295,Southeast Asia
